Row_id,Raion,Denumire raion,Sub Raion,Nr articol,Denumire articol, Cantitate vanduta ,Pret de vanzare
226,1,MATERIALE DE CONSTRUCTII,35,10680411,HIDROIZOLA?IE BICOMP. MAPELASTIC B 8KG, 10     ,224
227,1,MATERIALE DE CONSTRUCTII,30,10760204,"AUSTROTHERM A100 POLISTIREN 80MM 0,24MC", 10     ,85.5
228,1,MATERIALE DE CONSTRUCTII,20,10767862,ACO PLAC? DE CAP?T CU STUT DN100, 10     ,19.67
229,1,MATERIALE DE CONSTRUCTII,15,11311055,PARAZAPADA SC-002 TM, 10     ,10.9
230,1,MATERIALE DE CONSTRUCTII,15,11423034,ONDULINE INTENS COAM? VERDE 1M, 10     ,33.9
231,1,MATERIALE DE CONSTRUCTII,15,11612146,PLACA FRONTALA  FP-182, 10     ,10.9
232,1,MATERIALE DE CONSTRUCTII,5,11710755,?EAV? CONSTR. SUDAT? 48.3(6/4)X2MM/2M, 10     ,39.9
233,1,MATERIALE DE CONSTRUCTII,5,11738853,PLUG-IN SUPORT STALP PLACA 91X91MM, 10     ,38.9
234,1,MATERIALE DE CONSTRUCTII,40,10367385,SCAR? DIN ALUMINIU 2 TRONSOANE NORM 2X11, 11     ,535
235,1,MATERIALE DE CONSTRUCTII,30,10478125,PROFIL PVC FLEXIBIL MUCHIE ROT 2500MM, 11     ,9.99
236,1,MATERIALE DE CONSTRUCTII,15,10663646,?OR? STREA?IN? RO?U 178X2000MM, 11     ,15.8
237,1,MATERIALE DE CONSTRUCTII,40,10796870,SCAR? ALUMINIU NORM 3X7, 11     ,519
238,1,MATERIALE DE CONSTRUCTII,10,10814832,PROFIL ALUMINIU DIST. TENC. MEC. 6MM, 11     ,2.99
239,1,MATERIALE DE CONSTRUCTII,35,10894604,CUIE GUTTABETTA 200 BUC/CUT, 11     ,85.6
240,1,MATERIALE DE CONSTRUCTII,15,11423013,ONDULINE INTENS COAM? NEGRU 1M, 11     ,33.9
241,1,MATERIALE DE CONSTRUCTII,15,11521461,TIGLA LATERALA DREAPTA ZD-PREMIUM KIKIND, 11     ,14.5
242,1,MATERIALE DE CONSTRUCTII,15,11612090,SEMITIGLA  PC-333, 11     ,10.9
243,1,MATERIALE DE CONSTRUCTII,20,11714752,CAMIN PT. APOMETRU CAPAC PE D810 H1280, 11     ,889
244,1,MATERIALE DE CONSTRUCTII,40,10370465,MODUL LUCRU PT SCHEL? PROFI O?EL 2.5 M, 12     ,709
245,1,MATERIALE DE CONSTRUCTII,5,10421446,?EAV? P?TRAT? O?EL 15X15X1.5 MM 6M, 12     ,13.35
246,1,MATERIALE DE CONSTRUCTII,5,10585295,"CONECTOR GRIND? 70X105X1,0", 12     ,5
247,1,MATERIALE DE CONSTRUCTII,35,11405310,MEMBRAN? CRAMPONAT? 1X20M, 12     ,95.7
248,1,MATERIALE DE CONSTRUCTII,15,11495932,"?IGL? METALIC? MARO MAT 0,45MM 1,2X2,925", 12     ,90.9
249,1,MATERIALE DE CONSTRUCTII,15,11521370,TIGLA LATERALA DREAPTA ZD-333, 12     ,11.5
250,1,MATERIALE DE CONSTRUCTII,15,11521454,TIGLA LATERALA STANGA ZL-PREMIUM KIKINDA, 12     ,14.5
251,1,MATERIALE DE CONSTRUCTII,15,11711063,COAMA RAMIFICATIE CU 3 IESIRI NEGRU 5.3, 12     ,49.9
252,1,MATERIALE DE CONSTRUCTII,15,10508722,"?URUB. A. ZINC 4,8X35MM 250 BUC", 13     ,30.9
253,1,MATERIALE DE CONSTRUCTII,35,10690071,CERESIT AQUABLOCK PAST? HIDROIZ. GRI 5KG, 13     ,175
254,1,MATERIALE DE CONSTRUCTII,15,10846374,POLICARBONAT ALBASTRU 10X2010X3000MM, 13     ,399
255,1,MATERIALE DE CONSTRUCTII,15,11310782,TIGLA LATERALA STANGA ZL-333 DJ, 13     ,11.4
256,1,MATERIALE DE CONSTRUCTII,30,11476360,"ODE LUNAFLEX VAT? MINERAL? 10/5CM 16,8MP", 13     ,52.4
257,1,MATERIALE DE CONSTRUCTII,20,11519480,RIGOL? CU GR?TAR PP 90X90MM 1M LN70 A15, 13     ,29.9
258,1,MATERIALE DE CONSTRUCTII,5,11710832,"O?EL P?TRAT LAMINAT 10X10MM, 2M", 13     ,11.9
259,1,MATERIALE DE CONSTRUCTII,15,10663632,?OR? RUPERE PERETE RO?U 250X2000MM, 14     ,18.6
260,1,MATERIALE DE CONSTRUCTII,15,10665032,RACORD JGHEAB-BURLAN RO?U 125/87MM, 14     ,12.45
261,1,MATERIALE DE CONSTRUCTII,20,10952116,CO? PARAFRUNZAR PP PT C?MIN 300X300MM, 14     ,17.9
262,1,MATERIALE DE CONSTRUCTII,5,11300051,BCA 600X75X200MM BUC MS, 14     ,5.72
263,1,MATERIALE DE CONSTRUCTII,15,11310796,TIGLA LATERALA DREAPTA ZD-333 DJ, 14     ,11.4
264,1,MATERIALE DE CONSTRUCTII,5,11484312,BCA 600X100X200MM NF 1MP B., 14     ,43.9
265,1,MATERIALE DE CONSTRUCTII,30,10478230,"PROFIL PVC PLASA 22X22MM 2X10CM 2,5M", 15     ,2.56
266,1,MATERIALE DE CONSTRUCTII,15,10663562,OPRITOR Z?PAD? RO?U, 15     ,3.03
267,1,MATERIALE DE CONSTRUCTII,20,10856160,FOSA SEPTICA BICAMERALA 2000 L, 15     ,2749
268,1,MATERIALE DE CONSTRUCTII,15,11502792,"COAM? ROTUND? RO?U 0,45MM LD=400 2M", 15     ,30.9
269,1,MATERIALE DE CONSTRUCTII,10,11564980,MORTAR REFRACTAR M29A 25KG, 15     ,27.8
270,1,MATERIALE DE CONSTRUCTII,15,11680270,POLICARBONAT HAMMER ALBAS. 4X2100X3000MM, 15     ,79.9
271,1,MATERIALE DE CONSTRUCTII,5,10584441,CONECTOR 45° 70X70X55MM, 16     ,3.95
272,1,MATERIALE DE CONSTRUCTII,35,10708523,TERMOSTAR MEMBRANA TERMOADEZ. V 2MM 15M, 16     ,199
273,1,MATERIALE DE CONSTRUCTII,30,10908681,DIBLU CU PERCU?IE 6X80MM 100BUC, 16     ,13.2
274,1,MATERIALE DE CONSTRUCTII,10,10916976,FIBRE DE ARMARE BETON PPM-12 600GR, 16     ,27.8
275,1,MATERIALE DE CONSTRUCTII,5,11564973,ELEMENT COS FUM 180MM, 16     ,26.9
276,1,MATERIALE DE CONSTRUCTII,5,10585071,VINCLU ÎMBINARE 60X60X100X2MM, 17     ,6.35
277,1,MATERIALE DE CONSTRUCTII,5,10585113,"VINCLU ÎMBINARE 80X80X80X2,5MM", 17     ,5.45
278,1,MATERIALE DE CONSTRUCTII,15,11612111,TIGLA DE AERISIRE  VT-333, 17     ,10.9
279,1,MATERIALE DE CONSTRUCTII,20,10283210,CAPAC FONT? C225 PAS LIBER 379X310MM, 18     ,319
280,1,MATERIALE DE CONSTRUCTII,30,10666572,POLISTIREN EXTRUDAT NETED TOP 30 GK 20MM, 18     ,135
281,1,MATERIALE DE CONSTRUCTII,15,10953096,CAPAC COAM? MARO MAT, 18     ,6.92
282,1,MATERIALE DE CONSTRUCTII,5,11672136,STÂLP P?TRAT 120X120X4MM 3M, 18     ,449
283,1,MATERIALE DE CONSTRUCTII,5,11300093,BCA 600X75X200MM BUC SV, 19     ,5.76
284,1,MATERIALE DE CONSTRUCTII,35,11405324,MEMBRANA CRAMPONATA 1.5X20M, 19     ,143
285,1,MATERIALE DE CONSTRUCTII,5,10404835,BRIKSTON BKS 30 (250X300X238)*, 20     ,5.99
286,1,MATERIALE DE CONSTRUCTII,25,10774001,"TECHNOGIPS GIPSCARTON 12,5X1200X2600MM", 20     ,18.86
287,1,MATERIALE DE CONSTRUCTII,30,10869054,POLISTIREN EPS 80 IMPACT 10CM, 20     ,42.39
288,1,MATERIALE DE CONSTRUCTII,15,10953103,CAPAC COAM? RO?U, 20     ,6.72
289,1,MATERIALE DE CONSTRUCTII,15,11311132,TIGLA  VELIKA KIKINDA  M-333 CJ, 20     ,2.03
290,1,MATERIALE DE CONSTRUCTII,35,11405331,MEMBRAN? CRAMPONAT? 2X20M, 20     ,192
291,1,MATERIALE DE CONSTRUCTII,5,11710762,?EAV? CONSTR. SUDAT? 60.3(8/4)X2MM/2M, 20     ,44.9
292,1,MATERIALE DE CONSTRUCTII,20,10283154,CAPAC FONT? C250 PAS LIBER DIAM 600, 21     ,489
293,1,MATERIALE DE CONSTRUCTII,20,10283231,SIFON TERAS? PP 150X150MM ?50MM, 21     ,27.9
294,1,MATERIALE DE CONSTRUCTII,40,10367301,SCAR? ALUMINIU NORM 1X7, 21     ,129
295,1,MATERIALE DE CONSTRUCTII,35,10894611,BAND? BUTYLIC? GUTTABETTA 15MMX15M, 21     ,41.97
296,1,MATERIALE DE CONSTRUCTII,15,10952963,?IGL? WIND MARO MAT 0.4X1210X1170 MM, 21     ,31
297,1,MATERIALE DE CONSTRUCTII,5,10584903,"VINCLU ÎMBINARE 40X40X60X2,5MM", 22     ,2.09
298,1,MATERIALE DE CONSTRUCTII,40,10644963,ALTRAD BETONIER? 130L, 22     ,810
299,1,MATERIALE DE CONSTRUCTII,30,11359663,"AUSTROTHERM POLISTIREN GRF. 200MM 0,2MC", 22     ,73.3
300,1,MATERIALE DE CONSTRUCTII,15,11422964,BARDOLINE TOP SINDRILA RECT. GRI 3MP, 22     ,67.9
301,1,MATERIALE DE CONSTRUCTII,30,11596543,POLYNOR PISTOL PULVERIZARE, 22     ,139
302,1,MATERIALE DE CONSTRUCTII,20,10283182,CAPAC FONT? B125 PAS LIBER 345X345MM, 23     ,107
303,1,MATERIALE DE CONSTRUCTII,20,10283196,CAPAC FONT? B125 PAS LIBER 435X435MM, 23     ,199
304,1,MATERIALE DE CONSTRUCTII,25,10350956,RIGIPS Q-LOCK PROFIL PERIM. 19X24MM 3M, 23     ,12.9
305,1,MATERIALE DE CONSTRUCTII,40,10367280,SCAR? ALUMINIU ECO 1X7, 23     ,94.9
306,1,MATERIALE DE CONSTRUCTII,40,10367371,SCAR? DIN ALUMINIU 2 TRONSOANE NORM 2X9, 23     ,448
307,1,MATERIALE DE CONSTRUCTII,25,10864672,SINIAT BANDA HARTIE MICROFORATA 150M, 23     ,18.9
308,1,MATERIALE DE CONSTRUCTII,20,11579596,CAPAC FONTA B125 D700 PL550, 23     ,369
309,1,MATERIALE DE CONSTRUCTII,5,10584742,COL?AR 40X40X100MM, 24     ,3.15
310,1,MATERIALE DE CONSTRUCTII,25,10712142,PROFIL UD 30/0.4 DIY 4M/BUC, 24     ,5.39
311,1,MATERIALE DE CONSTRUCTII,15,10814664,"COAM? ROTUND? MARO 0,5MM LD=400MM 2M", 24     ,33.9
312,1,MATERIALE DE CONSTRUCTII,5,11323172,STÂLP RECTANGULAR ZINCAT 60X40X2MM 3M, 24     ,119
313,1,MATERIALE DE CONSTRUCTII,25,11369386,SUPER GIPS FILL PASTA IMBINARE 20KG, 24     ,36.9
314,1,MATERIALE DE CONSTRUCTII,20,11491375,GR. FONT? B125 TELESCOP CAM D315 H=0.5M, 24     ,318
315,1,MATERIALE DE CONSTRUCTII,20,10227805,CLAPET? ANTIRETUR CU INCHIZATOR ?200MM, 25     ,423
316,1,MATERIALE DE CONSTRUCTII,40,10370472,MODUL LUCRU PT SCHEL? PROFI O?EL 1.6 M, 25     ,649
317,1,MATERIALE DE CONSTRUCTII,40,10948385,"ROAB? GALVANIZAT? 0,6MM 70L", 25     ,69.9
318,1,MATERIALE DE CONSTRUCTII,15,11423181,ONDULINE BASE INCHID INCHIDERE LAT NG 1M, 25     ,32.9
319,1,MATERIALE DE CONSTRUCTII,15,11521636,TIGLA PREMIUM KIKINDA, 25     ,2.49
320,1,MATERIALE DE CONSTRUCTII,15,10846535,POLICARBONAT ALBASTRU 6X2010X3000MM, 26     ,299
321,1,MATERIALE DE CONSTRUCTII,15,10846584,POLICARBONAT VERDE 6X2010X3000 MM, 26     ,299
322,1,MATERIALE DE CONSTRUCTII,20,11435536,TUB DRENAJ FLEXIBIL DN110 25M, 26     ,197
323,1,MATERIALE DE CONSTRUCTII,15,11502785,"COAM? ROTUND? MARO MAT 0,5MM LD=400MM 2M", 26     ,35.9
324,1,MATERIALE DE CONSTRUCTII,15,11611866,"P PLAC? METALIC? TIP ?IGL? MARO 1,2X2,2M", 26     ,41.94
325,1,MATERIALE DE CONSTRUCTII,5,10585064,VINCLU ÎMBINARE 60X60X90X2MM, 27     ,4.95
326,1,MATERIALE DE CONSTRUCTII,40,10727206,SCHEL? MULTIPLUS, 27     ,1349
327,1,MATERIALE DE CONSTRUCTII,15,11674215,"?URUB. A. RAL 8004 4,8X35MM 50 BUC.", 27     ,12.2
328,1,MATERIALE DE CONSTRUCTII,5,11710811,CORNIER LAMINAT 50X50X5MM/2M, 27     ,39.7
329,1,MATERIALE DE CONSTRUCTII,20,10227966,RAMIFICA?IE CANAL 45° 200X200MM, 28     ,62.3
330,1,MATERIALE DE CONSTRUCTII,20,10283266,C?MIN PLUVIAL ORIZONTAL D80/100MM ?100MM, 28     ,34.9
331,1,MATERIALE DE CONSTRUCTII,5,10585155,"VINCLU ÎMBINARE 100X100X90X2,5MM", 28     ,6.45
332,1,MATERIALE DE CONSTRUCTII,5,10585260,"CONECTOR GRIND? 60X110X210X1,0", 28     ,7.25
333,1,MATERIALE DE CONSTRUCTII,25,10656191,PROFIL CW 50/0.5 2.6M/BUC, 28     ,9.19
334,1,MATERIALE DE CONSTRUCTII,5,10932845,BRIKSTON BKS 11.5 (500X115X238) BV, 28     ,5.89
335,1,MATERIALE DE CONSTRUCTII,15,11504241,"VOPSEA DE RETU?, 20ML RAL 8017", 28     ,31
336,1,MATERIALE DE CONSTRUCTII,15,11612223,TIGLA LATERALA STANGA ZL-997, 28     ,10.9
337,1,MATERIALE DE CONSTRUCTII,30,11665150,METART DIBLU CUI METALIC 10 X 140 100BUC, 28     ,84.9
338,1,MATERIALE DE CONSTRUCTII,20,11714724,GRATAR OZ  A15 PENTRU CAMIN 300X300, 28     ,57.9
339,1,MATERIALE DE CONSTRUCTII,5,10634505,BRIKSTON BRAC 290X240X238, 29     ,3.82
340,1,MATERIALE DE CONSTRUCTII,15,10846591,POLICARBONAT ALBASTRU 8X1050X2000MM, 29     ,119
341,1,MATERIALE DE CONSTRUCTII,15,11310852,COAMA DE TRECERE PS-182 DJ, 29     ,12.5
342,1,MATERIALE DE CONSTRUCTII,15,11422985,BARDOLINE TOP SINDRILA RECT. VERDE 3MP, 29     ,65.3
343,1,MATERIALE DE CONSTRUCTII,5,11710531,"O?EL P?TRAT LAMINAT 10X10MM, 3M", 29     ,17.9
344,1,MATERIALE DE CONSTRUCTII,20,10283126,CAPAC FONT? B125 PAS LIBER 535X535MM, 30     ,279
345,1,MATERIALE DE CONSTRUCTII,98,10964534,*PROFIL TERMOSISTEM 80MM ALU_2M X 80MM, 30     ,9.68
346,1,MATERIALE DE CONSTRUCTII,15,11423146,ONDULINE INTENS INCHIDERE LAT. NG 1M, 30     ,33.9
347,1,MATERIALE DE CONSTRUCTII,15,11502533,"CAPAC COAM? RO?U MAT 0,5MM", 30     ,7.9
348,1,MATERIALE DE CONSTRUCTII,15,11521573,COAMA -185, 30     ,10.5
349,1,MATERIALE DE CONSTRUCTII,5,11750130,TM YTONG BCA 75X200X600MM BUC, 30     ,8.15
350,1,MATERIALE DE CONSTRUCTII,20,10283203,CAPAC FONT? B125 PAS LIBER 715X715MM, 31     ,645
351,1,MATERIALE DE CONSTRUCTII,20,10227952,RAMIFICA?IE CANAL 45° 200X160MM, 32     ,52
352,1,MATERIALE DE CONSTRUCTII,25,10742424,PIES? ÎMBINARE CD 60 DIY, 32     ,0.39
353,1,MATERIALE DE CONSTRUCTII,15,10846381,POLICARBONAT ALBASTRU 10X1050X2000MM, 32     ,149
354,1,MATERIALE DE CONSTRUCTII,15,11502946,COL?AR EXTERIOR ALB 150MM, 32     ,49.9
355,1,MATERIALE DE CONSTRUCTII,20,11579603,CAPAC FONTA C250 D760 PL600, 32     ,499
356,1,MATERIALE DE CONSTRUCTII,15,11714493,"?IGL? METALIC? ROSU 0,5MM 1,21X1,19M", 32     ,57.88
357,1,MATERIALE DE CONSTRUCTII,20,11470802,TUB DRENAJ FLEXIBIL DN110 12 M, 33     ,129
358,1,MATERIALE DE CONSTRUCTII,25,11484942,TRAP? ACCES GIPSCARTON ALUMINIU 50X50CM, 33     ,146
359,1,MATERIALE DE CONSTRUCTII,20,10227945,RAMIFICA?IE CANAL 45° 200X110MM, 34     ,41
360,1,MATERIALE DE CONSTRUCTII,20,10228106,PIES? INSPEC?IE CANAL ?200MM, 34     ,47.9
361,1,MATERIALE DE CONSTRUCTII,15,11502463,"CAPAC COAM? MARO 0,45MM", 34     ,10.9
362,1,MATERIALE DE CONSTRUCTII,5,11323144,TABL? ALUMINIU STRIAT? 4X1000X2000MM, 35     ,741
363,1,MATERIALE DE CONSTRUCTII,15,11502750,"COAM? ROTUND? GRI MAT 0,5MM LD=400MM 2M", 35     ,36.9
364,1,MATERIALE DE CONSTRUCTII,15,11502813,"COAM? ROTUND? RO?U 0,5MM LD=400MM 2M", 35     ,33.9
365,1,MATERIALE DE CONSTRUCTII,15,10663513,COLECTOR FRONTON RO?U 155X2000MM, 36     ,11.51
366,1,MATERIALE DE CONSTRUCTII,35,11658143,RAPID PRIMER AMORS? SOLVENT 5L, 36     ,75.9
367,1,MATERIALE DE CONSTRUCTII,30,11665192,METART DIBLU CUI METALIC 10 X 250 100BUC, 36     ,199
368,1,MATERIALE DE CONSTRUCTII,5,11666165,COL?AR 60X60X10X1.5MM 4BUC, 36     ,6.15
369,1,MATERIALE DE CONSTRUCTII,5,11710545,"O?EL P?TRAT LAMINAT 12X12MM, 3M", 36     ,21.8
370,1,MATERIALE DE CONSTRUCTII,15,11711035,COAMA DE CAPAT NEGRU 5.3, 36     ,29.9
371,1,MATERIALE DE CONSTRUCTII,20,10283420,SIFON TERAS? PP 150X150MM ?50MM, 37     ,10.4
372,1,MATERIALE DE CONSTRUCTII,15,11503142,"CORNIER CALCAN RO?U MAT 0,5MM LD=208 2M", 37     ,21.9
373,1,MATERIALE DE CONSTRUCTII,35,11658164,GENERAL GLUE ADEZIV BITUMINOS 10KG, 37     ,169
374,1,MATERIALE DE CONSTRUCTII,15,10664801,COL?AR JGHEAB INTERIOR MARO 125/87MM, 38     ,38.4
375,1,MATERIALE DE CONSTRUCTII,30,11665185,METART DIBLU CUI METALIC 10 X 200 100BUC, 38     ,129
376,1,MATERIALE DE CONSTRUCTII,5,11710741,?EAV? CONSTR. SUDAT? 42.4(5/4)X2MM/2M, 38     ,34.9
377,1,MATERIALE DE CONSTRUCTII,30,11347350,ISOVER VARIO MULTITAPE BAND? ADEZIV? 25M, 39     ,194
378,1,MATERIALE DE CONSTRUCTII,40,11624410,SCARA ALUMINIU PROF. 1X11, 39     ,249
379,2,TAMPLARIE,40,10189375,CONTRATREAPT? STEJAR 900X200X19MM, 1     ,30.96
380,2,TAMPLARIE,20,10301361,U?? GARAJ SEC?IONAL? 2500X2125 MARO, 1     ,1999
381,2,TAMPLARIE,20,10649240,PLAS? INSECTE 100X500CM, 1     ,32.5
382,2,TAMPLARIE,20,10674594,U?? PVC IBIZA 98X208 CM ALB ST, 1     ,974.8
383,2,TAMPLARIE,15,10677695,SET 2 ?INE SIMPLE H 50CM GRI, 1     ,9.11
384,2,TAMPLARIE,15,10677744,SET 2 ?INE SIMPLE H 100CM GRI, 1     ,15.35
385,2,TAMPLARIE,15,10852121,CANT ADEZIVAT ALB 5M, 1     ,3.99
386,2,TAMPLARIE,15,10852135,CANT ADEZIVAT STEJAR 5M, 1     ,4.19
387,2,TAMPLARIE,20,10874395,U?? MAGAZIE VLAD 2080X915 DR, 1     ,299
388,2,TAMPLARIE,30,10875214,SIDING PROFIL SV-12 EXT COLT ALB 305, 1     ,32.33
389,2,TAMPLARIE,20,10881913,U?? BALCON PVC 4 CAM86X204  ALB DR, 1     ,489
390,2,TAMPLARIE,20,10885413,U?? PVC TEHNIC? 86X204 PLIN? ALB DR, 1     ,514
391,2,TAMPLARIE,20,10885476,U?? PVC TEHNIC? 76X204 2/3 ALB DR, 1     ,539
392,2,TAMPLARIE,20,10885483,U?? PVC TEHNIC?  86X204 2/3 ALB ST, 1     ,553
393,2,TAMPLARIE,20,10885525,U??PVCSECUNDAR? 76X204 2/3 ALB ST, 1     ,539
394,2,TAMPLARIE,20,10885546,U??PVCSECUNDAR? 86X204 2/3 ALB ST, 1     ,553
395,2,TAMPLARIE,20,10885616,U??PVCSECUNDAR? 86X204 2/3 STEJAR DR, 1     ,1099
396,2,TAMPLARIE,20,10885651,U?? PVC INTRARE CAPRI 86X205 STEJ DR, 1     ,1529
397,2,TAMPLARIE,20,10885672,U?? PVC INTRARE CAPRI 140X205 STEJ DR, 1     ,2499
398,2,TAMPLARIE,20,10895822,GLAF ALUMINIU STEJAR 1500X200X1MM, 1     ,71.9
399,2,TAMPLARIE,20,10895864,GLAF ALUMINIU STEJAR 1500X300X1MM, 1     ,133
400,2,TAMPLARIE,25,10899623,U?? ROXANE CLASSIC DECUPAT?78X205, 1     ,353
401,2,TAMPLARIE,20,10904103,U?? PVC INTRARE CAPRI 86X205 ALB DR, 1     ,1059
402,2,TAMPLARIE,20,10904110,U?? PVC INTRARE CAPRI140X205 ALB ST, 1     ,1699
403,2,TAMPLARIE,20,10904124,U?? PVC INTRARE CAPRI 140X205 ALB DR, 1     ,1699
404,2,TAMPLARIE,20,10904180,FEREASTR? PVC  4 CAM  56X116 STEJAR DR, 1     ,349
405,2,TAMPLARIE,20,10904390,U?? BALCON PVC 4 CAM86X204  STEJAR DR, 1     ,619
406,2,TAMPLARIE,20,10904404,U?? BALCON PVC 4 CAM86X204 STEJAR ST, 1     ,619
407,2,TAMPLARIE,15,10907190,POLI?? PAL 600X250X18 MM MESTEAC?N, 1     ,9.5
408,2,TAMPLARIE,15,10907316,POLI?? PAL 1000X250X18 MM STEJAR, 1     ,18.5
409,2,TAMPLARIE,15,10907680,PANOU PAL 2600X600X18 MM STEJAR, 1     ,89.9
410,2,TAMPLARIE,15,10908072,POLI?? PAL 800X250X16 MM ALB, 1     ,11.7
411,2,TAMPLARIE,5,10912986,RIGL? RINDELUIT? 40X40X3000TVA19%MOLID, 1     ,14.77
412,2,TAMPLARIE,40,10914526,BALUSTRU BRAD CAL B TIP1 1150X65X65MM, 1     ,31.53
413,2,TAMPLARIE,25,10918684,FOAIE U?? 80 PLIN? BASIC MONACO2 DR, 1     ,116.9
414,2,TAMPLARIE,25,10931704,U?? PLIANT? PVC PLIN? RIO PIN 83X205CM, 1     ,95
415,2,TAMPLARIE,25,10931725,U?? PLIANT? PVC GEAM RIO WENGE 83X205CM, 1     ,139
416,2,TAMPLARIE,98,10998995,*lambriu PVC nuc_2600x200x10 mm, 1     ,40.2
417,2,TAMPLARIE,98,11135201,*Scandura nerindeluita_uscata 22x100x400, 1     ,9.86
418,2,TAMPLARIE,98,11135432,*Sipca molid 30x30x2000mm_, 1     ,6.51
419,2,TAMPLARIE,98,11153261,*Sipca molid 30x50x2000mm_, 1     ,6.44
420,2,TAMPLARIE,40,11270672,SCARA MANSARDA MODULARA LEMN 70X120, 1     ,421.28
421,2,TAMPLARIE,40,11290594,TREAPT? STEJAR DUBL? 1500X800X28MM, 1     ,361.78
422,2,TAMPLARIE,20,11356555,U?? PVC INTRARE RHODOS 96X205 ALB ST, 1     ,939
423,2,TAMPLARIE,20,11356562,U?? PVC INTRARE IBIZA 86X205 ALB ST, 1     ,979
424,2,TAMPLARIE,20,11356583,U?? PVC INTRARE RHODOS 96X205 NUC DR, 1     ,1519
425,2,TAMPLARIE,20,11356604,U?? PVC INTRARE 120X205 2/3 ALB DR, 1     ,1229
426,2,TAMPLARIE,5,11375854,RIGL? RINDELUIT? 18X42X2000TVA19%MOLID, 1     ,4.09
427,2,TAMPLARIE,5,11375882,RIGL? RINDELUIT? 42X42X3000TVA19%MOLID, 1     ,16.27
428,2,TAMPLARIE,40,11404015,TREAPT? MOLID 800X280X27MM, 1     ,48.5
429,2,TAMPLARIE,40,11404085,CONTRATREAPT? MOLID 1100X200X18MM, 1     ,31
430,2,TAMPLARIE,25,11436530,TOC DREPT FIX 9CM ALB 60, 1     ,121
431,2,TAMPLARIE,25,11436705,PERVAZ SEMIROTUND PIN KARELIA 8X70MM, 1     ,20
432,2,TAMPLARIE,25,11436733,PERVAZ DREPT ALB 8X70MM, 1     ,33
433,2,TAMPLARIE,25,11459826,FOAIE U?? 80 VERTE TREND ACACIA ARG DR, 1     ,153
434,2,TAMPLARIE,25,11459882,FOAIE U?? 80VERTE TREND I.1ACACIA ARG DR, 1     ,263
435,2,TAMPLARIE,40,11656925,KIT EXPO ARTENS, 1     ,240
436,2,TAMPLARIE,16,11749241,FOAIE USA 70  RINA CASTAN, 1     ,229
437,2,TAMPLARIE,16,11749255,FOAIE USA 60  RINA CASTAN, 1     ,229
438,2,TAMPLARIE,25,11749304,TOC DREPT FIX 10 CM SI PERVAZ CASTAN 70, 1     ,170
439,2,TAMPLARIE,25,11749311,TOC DREPT FIX 10 CM SI PERVAZ CASTAN 60, 1     ,170
440,2,TAMPLARIE,16,11750095,USA METALICA EXTERIOR TISSIA 205X120 ST, 1     ,3649
441,2,TAMPLARIE,20,10211873,RULOU PVC ALB 130X140 MM, 2     ,200
442,2,TAMPLARIE,10,10377850,"PLAC? TEGO 3,13MP 2500X1250X21 MM", 2     ,169
443,2,TAMPLARIE,20,10436776,FER SIMPLE FARA GEAM 118X118 FIX+ DS DR, 2     ,219
444,2,TAMPLARIE,20,10444175,FEREASTR? PVC  4 CAMERE ALB? 96X116 ST, 2     ,317.41
445,2,TAMPLARIE,10,10595865,OSB3 EXT/INT 2.500X1.250X8MM, 2     ,38.25
446,2,TAMPLARIE,20,10649331,PROFIL PL INSECTE U?? ALB L=100CM, 2     ,13.8
447,2,TAMPLARIE,20,10881220,FEREASTR? PVC  4 CAM 56X56 ALB ST, 2     ,146
448,2,TAMPLARIE,20,10885595,U??PVCSECUNDAR? 76X204 2/3 STEJAR DR, 2     ,985
449,2,TAMPLARIE,15,10907764,POLI?? 2000X600X16MM PAL BRUT, 2     ,43.9
450,2,TAMPLARIE,25,10931711,U?? PLIANT? PVC PLIN? RIO WENGE 83X205CM, 2     ,95
451,2,TAMPLARIE,10,10944374,OSB3 EXT/INT 2.500X1.250X6MM, 2     ,34.35
452,2,TAMPLARIE,5,11366922,RIGL? RINDEL 18X30X2000MM TVA19% BRAD, 2     ,3.68
453,2,TAMPLARIE,40,11404071,CONTRATREAPT? MOLID 1000X200X18MM, 2     ,32
454,2,TAMPLARIE,25,11436012,FOAIE U?? 70CM PLIN? OFFICE ALB?, 2     ,119
455,2,TAMPLARIE,25,11459770,FOAIE U?? 60 VERTE TREND ACACIA ARG ST, 2     ,153
456,2,TAMPLARIE,25,11459784,FOAIE U?? 60 VERTE TREND ACACIA ARG DR, 2     ,153
457,2,TAMPLARIE,25,11459854,FOAIE U?? 70VERTE TREND I.1ACACIA ARG ST, 2     ,263
458,2,TAMPLARIE,15,11492201,POLI?? PAL 600X250X18 MM BARDOLINO, 2     ,9.5
459,2,TAMPLARIE,18,11687494,PLASA ANTI-INSECTE MAGNET 140X140CM ALB, 2     ,72.9
460,2,TAMPLARIE,16,11749220,FOAIE USA 60  RINA PVC ALB, 2     ,229
461,2,TAMPLARIE,25,11749283,TOC DREPT FIX 10 CM SI PERVAZ PVC ALB 60, 2     ,170
462,2,TAMPLARIE,20,10211880,RULOU PVC ALB 150X140 MM, 3     ,239
463,2,TAMPLARIE,30,10455921,"LAMBRIU R?? DE CL B/12,5X96X3000 2,88MP", 3     ,65.95
